#sigma a posteriori sulla y: 0.56376
# x medio = 61.34, Var(x) = 24.2496
# y medio = 172.64, Var(y) = 67.8443
# Parametri retta:
# m = 2.79767 +/- 0.00735172
# q = 1.031 +/- 0.484915
# cov(m, q) = -0.00331529
100	-0.697871
72.9	-0.68105
60.8	0.570741
37.5	0.456421
49.6	0.50463
90.5	0.579981
30.6	-0.439665
25	-0.47272
81.8	0.219699
64.7	-0.0401668
